#TYPE System.Management.Automation.PSCustomObject
"Time","Type","Message"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso502999"
"01.01.2021 13:34","INFO","student addet to class, student: 1655, class: 10121"
"01.01.2021 13:34","INFO","student addet to class, student: 1655, class: 10122"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503000"
"01.01.2021 13:34","INFO","student addet to class, student: 1656, class: 10121"
"01.01.2021 13:34","INFO","student addet to class, student: 1656, class: 10122"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503001"
"01.01.2021 13:34","INFO","student addet to class, student: 1657, class: 10186"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503002"
"01.01.2021 13:34","INFO","student addet to class, student: 1658, class: 10188"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503003"
"01.01.2021 13:34","INFO","student addet to class, student: 1659, class: 10163"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503004"
"01.01.2021 13:34","INFO","student addet to class, student: 1660, class: 10132"
"01.01.2021 13:34","INFO","student addet to class, student: 1660, class: 10122"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503005"
"01.01.2021 13:34","INFO","student addet to class, student: 1661, class: 10162"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503006"
"01.01.2021 13:34","INFO","student addet to class, student: 1662, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503007"
"01.01.2021 13:34","INFO","student addet to class, student: 1663, class: 10126"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503009"
"01.01.2021 13:34","INFO","student addet to class, student: 1664, class: 10163"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503010"
"01.01.2021 13:34","INFO","student addet to class, student: 1665, class: 10128"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503011"
"01.01.2021 13:34","INFO","student addet to class, student: 1666, class: 10162"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503012"
"01.01.2021 13:34","INFO","student addet to class, student: 1667, class: 10173"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503013"
"01.01.2021 13:34","INFO","student addet to class, student: 1668, class: 10147"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503014"
"01.01.2021 13:34","INFO","student addet to class, student: 1669, class: 10147"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso505655"
"01.01.2021 13:34","INFO","student addet to class, student: 1670, class: 10137"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503469"
"01.01.2021 13:34","INFO","student addet to class, student: 1671, class: 10135"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso505401"
"01.01.2021 13:34","INFO","student addet to class, student: 1672, class: 10118"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503064"
"01.01.2021 13:34","INFO","student addet to class, student: 1673, class: 10183"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503065"
"01.01.2021 13:34","INFO","student addet to class, student: 1674, class: 10136"
"01.01.2021 13:34","INFO","student addet to class, student: 1674, class: 10135"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503066"
"01.01.2021 13:34","INFO","student addet to class, student: 1675, class: 10188"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503067"
"01.01.2021 13:34","INFO","student addet to class, student: 1676, class: 10121"
"01.01.2021 13:34","INFO","student addet to class, student: 1676, class: 10122"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503070"
"01.01.2021 13:34","INFO","student addet to class, student: 1677, class: 10172"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503071"
"01.01.2021 13:34","INFO","student addet to class, student: 1678, class: 10146"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503072"
"01.01.2021 13:34","INFO","student addet to class, student: 1679, class: 10121"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503073"
"01.01.2021 13:34","INFO","student addet to class, student: 1680, class: 10162"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503074"
"01.01.2021 13:34","INFO","student addet to class, student: 1681, class: 10162"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503075"
"01.01.2021 13:34","INFO","student addet to class, student: 1682, class: 10162"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503076"
"01.01.2021 13:34","INFO","student addet to class, student: 1683, class: 10173"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503077"
"01.01.2021 13:34","INFO","student addet to class, student: 1684, class: 10121"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503078"
"01.01.2021 13:34","INFO","student addet to class, student: 1685, class: 10172"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503079"
"01.01.2021 13:34","INFO","student addet to class, student: 1686, class: 10193"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso505329"
"01.01.2021 13:34","INFO","student addet to class, student: 1687, class: 10120"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503203"
"01.01.2021 13:34","INFO","student addet to class, student: 1688, class: 10122"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503098"
"01.01.2021 13:34","INFO","new class created name: KOE20C"
"01.01.2021 13:34","INFO","student addet to class, student: 1689, class: System.Data.DataRow"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503295"
"01.01.2021 13:34","INFO","student addet to class, student: 1690, class: 10122"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso504054"
"01.01.2021 13:34","INFO","student addet to class, student: 1691, class: 10168"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503113"
"01.01.2021 13:34","INFO","student addet to class, student: 1692, class: 10152"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503114"
"01.01.2021 13:34","INFO","student addet to class, student: 1693, class: 10146"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503115"
"01.01.2021 13:34","INFO","student addet to class, student: 1694, class: 10131"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503117"
"01.01.2021 13:34","INFO","student addet to class, student: 1695, class: 10152"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503119"
"01.01.2021 13:34","INFO","student addet to class, student: 1696, class: 10147"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503120"
"01.01.2021 13:34","INFO","student addet to class, student: 1697, class: 10173"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503121"
"01.01.2021 13:34","INFO","student addet to class, student: 1698, class: 10128"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503122"
"01.01.2021 13:34","INFO","student addet to class, student: 1699, class: 10177"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503123"
"01.01.2021 13:34","INFO","student addet to class, student: 1700, class: 10132"
"01.01.2021 13:34","INFO","student addet to class, student: 1700, class: 10135"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503124"
"01.01.2021 13:34","INFO","student addet to class, student: 1701, class: 10147"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503125"
"01.01.2021 13:34","INFO","student addet to class, student: 1702, class: 10147"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503127"
"01.01.2021 13:34","INFO","student addet to class, student: 1703, class: 10162"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503128"
"01.01.2021 13:34","INFO","student addet to class, student: 1704, class: 10128"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso504537"
"01.01.2021 13:34","INFO","new class created name: IJBV20B"
"01.01.2021 13:34","INFO","student addet to class, student: 1705, class: System.Data.DataRow"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso505458"
"01.01.2021 13:34","INFO","student addet to class, student: 1706, class: 10118"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503157"
"01.01.2021 13:34","INFO","student addet to class, student: 1707, class: 10152"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503158"
"01.01.2021 13:34","INFO","student addet to class, student: 1708, class: 10174"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503159"
"01.01.2021 13:34","INFO","student addet to class, student: 1709, class: 10152"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503160"
"01.01.2021 13:34","INFO","student addet to class, student: 1710, class: 10172"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503162"
"01.01.2021 13:34","INFO","student addet to class, student: 1711, class: 10184"
"01.01.2021 13:34","INFO","student addet to class, student: 1711, class: 10120"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503163"
"01.01.2021 13:34","INFO","student addet to class, student: 1712, class: 10146"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503164"
"01.01.2021 13:34","INFO","student addet to class, student: 1713, class: 10121"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503165"
"01.01.2021 13:34","INFO","student addet to class, student: 1714, class: 10136"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503167"
"01.01.2021 13:34","INFO","student addet to class, student: 1715, class: 10162"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503169"
"01.01.2021 13:34","INFO","student addet to class, student: 1716, class: 10186"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503513"
"01.01.2021 13:34","INFO","new class created name: INF18B"
"01.01.2021 13:34","INFO","student addet to class, student: 1717, class: System.Data.DataRow"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso505020"
"01.01.2021 13:34","INFO","student addet to class, student: 1718, class: 10125"
"01.01.2021 13:34","INFO","student addet to class, student: 1718, class: 10139"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso504841"
"01.01.2021 13:34","INFO","student addet to class, student: 1719, class: 10125"
"01.01.2021 13:34","INFO","student addet to class, student: 1719, class: 10139"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503193"
"01.01.2021 13:34","INFO","student addet to class, student: 1720, class: 10192"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso504214"
"01.01.2021 13:34","INFO","new class created name: DRO19A"
"01.01.2021 13:34","INFO","student addet to class, student: 1721, class: System.Data.DataRow"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso505582"
"01.01.2021 13:34","INFO","student addet to class, student: 1722, class: 10118"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503197"
"01.01.2021 13:34","INFO","student addet to class, student: 1723, class: 10163"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503198"
"01.01.2021 13:34","INFO","student addet to class, student: 1724, class: 10162"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503208"
"01.01.2021 13:34","INFO","student addet to class, student: 1725, class: 10135"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503209"
"01.01.2021 13:34","INFO","student addet to class, student: 1726, class: 10132"
"01.01.2021 13:34","INFO","student addet to class, student: 1726, class: 10135"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503210"
"01.01.2021 13:34","INFO","student addet to class, student: 1727, class: 10188"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503211"
"01.01.2021 13:34","INFO","student addet to class, student: 1728, class: 10138"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503212"
"01.01.2021 13:34","INFO","student addet to class, student: 1729, class: 10136"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso504687"
"01.01.2021 13:34","INFO","student addet to class, student: 1730, class: 10130"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso505324"
"01.01.2021 13:34","INFO","student addet to class, student: 1731, class: 10193"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso504124"
"01.01.2021 13:34","INFO","new class created name: PKE19A"
"01.01.2021 13:34","INFO","student addet to class, student: 1732, class: System.Data.DataRow"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso504752"
"01.01.2021 13:34","INFO","new class created name: INF20A"
"01.01.2021 13:34","INFO","student addet to class, student: 1733, class: System.Data.DataRow"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503219"
"01.01.2021 13:34","INFO","student addet to class, student: 1734, class: 10184"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503958"
"01.01.2021 13:34","INFO","student addet to class, student: 1735, class: 10178"
"01.01.2021 13:34","INFO","student addet to class, student: 1735, class: 10141"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503223"
"01.01.2021 13:34","INFO","student addet to class, student: 1736, class: 10128"
"01.01.2021 13:34","INFO","student addet to class, student: 1736, class: 10120"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503224"
"01.01.2021 13:34","INFO","student addet to class, student: 1737, class: 10128"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503225"
"01.01.2021 13:34","INFO","student addet to class, student: 1738, class: 10128"
"01.01.2021 13:34","INFO","student addet to class, student: 1738, class: 10120"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503226"
"01.01.2021 13:34","INFO","student addet to class, student: 1739, class: 10198"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503228"
"01.01.2021 13:34","INFO","student addet to class, student: 1740, class: 10133"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503229"
"01.01.2021 13:34","INFO","student addet to class, student: 1741, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503230"
"01.01.2021 13:34","INFO","student addet to class, student: 1742, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503231"
"01.01.2021 13:34","INFO","student addet to class, student: 1743, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503232"
"01.01.2021 13:34","INFO","student addet to class, student: 1744, class: 10152"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503234"
"01.01.2021 13:34","INFO","student addet to class, student: 1745, class: 10162"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503253"
"01.01.2021 13:34","INFO","student addet to class, student: 1746, class: 10135"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503254"
"01.01.2021 13:34","INFO","student addet to class, student: 1747, class: 10140"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503255"
"01.01.2021 13:34","INFO","student addet to class, student: 1748, class: 10188"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503259"
"01.01.2021 13:34","INFO","student addet to class, student: 1749, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503270"
"01.01.2021 13:34","INFO","student addet to class, student: 1750, class: 10184"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503271"
"01.01.2021 13:34","INFO","student addet to class, student: 1751, class: 10147"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503272"
"01.01.2021 13:34","INFO","student addet to class, student: 1752, class: 10177"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503281"
"01.01.2021 13:34","INFO","student addet to class, student: 1753, class: 10192"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503282"
"01.01.2021 13:34","INFO","student addet to class, student: 1754, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503283"
"01.01.2021 13:34","INFO","student addet to class, student: 1755, class: 10121"
"01.01.2021 13:34","INFO","student addet to class, student: 1755, class: 10122"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503285"
"01.01.2021 13:34","INFO","student addet to class, student: 1756, class: 10163"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503286"
"01.01.2021 13:34","INFO","student addet to class, student: 1757, class: 10144"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503287"
"01.01.2021 13:34","INFO","student addet to class, student: 1758, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso505379"
"01.01.2021 13:34","INFO","student addet to class, student: 1759, class: 10120"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso505371"
"01.01.2021 13:34","INFO","student addet to class, student: 1760, class: 10120"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503300"
"01.01.2021 13:34","INFO","student addet to class, student: 1761, class: 10121"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503301"
"01.01.2021 13:34","INFO","student addet to class, student: 1762, class: 10144"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503302"
"01.01.2021 13:34","INFO","student addet to class, student: 1763, class: 10186"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503303"
"01.01.2021 13:34","INFO","new class created name: MPR20A"
"01.01.2021 13:34","INFO","student addet to class, student: 1764, class: System.Data.DataRow"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503304"
"01.01.2021 13:34","INFO","student addet to class, student: 1765, class: 10184"
"01.01.2021 13:34","INFO","student addet to class, student: 1765, class: 10118"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503305"
"01.01.2021 13:34","INFO","new class created name: PRM20C"
"01.01.2021 13:34","INFO","student addet to class, student: 1766, class: System.Data.DataRow"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503306"
"01.01.2021 13:34","INFO","student addet to class, student: 1767, class: 10173"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503307"
"01.01.2021 13:34","INFO","student addet to class, student: 1768, class: 10173"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503308"
"01.01.2021 13:34","INFO","student addet to class, student: 1769, class: 10173"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503309"
"01.01.2021 13:34","INFO","student addet to class, student: 1770, class: 10173"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503310"
"01.01.2021 13:34","INFO","student addet to class, student: 1771, class: 10174"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503332"
"01.01.2021 13:34","INFO","student addet to class, student: 1772, class: 10173"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503333"
"01.01.2021 13:34","INFO","student addet to class, student: 1773, class: 10184"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503334"
"01.01.2021 13:34","INFO","student addet to class, student: 1774, class: 10147"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503335"
"01.01.2021 13:34","INFO","student addet to class, student: 1775, class: 10173"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503336"
"01.01.2021 13:34","INFO","student addet to class, student: 1776, class: 10147"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503337"
"01.01.2021 13:34","INFO","student addet to class, student: 1777, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503338"
"01.01.2021 13:34","INFO","student addet to class, student: 1778, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503339"
"01.01.2021 13:34","INFO","student addet to class, student: 1779, class: 10153"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503340"
"01.01.2021 13:34","INFO","student addet to class, student: 1780, class: 10186"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503341"
"01.01.2021 13:34","INFO","student addet to class, student: 1781, class: 10152"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso505351"
"01.01.2021 13:34","INFO","student addet to class, student: 1782, class: 10180"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503364"
"01.01.2021 13:34","INFO","student addet to class, student: 1783, class: 10192"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503365"
"01.01.2021 13:34","INFO","student addet to class, student: 1784, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503366"
"01.01.2021 13:34","INFO","student addet to class, student: 1785, class: 10147"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503367"
"01.01.2021 13:34","INFO","student addet to class, student: 1786, class: 10147"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503368"
"01.01.2021 13:34","INFO","student addet to class, student: 1787, class: 10184"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503369"
"01.01.2021 13:34","INFO","student addet to class, student: 1788, class: 10184"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503370"
"01.01.2021 13:34","INFO","student addet to class, student: 1789, class: 10173"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503371"
"01.01.2021 13:34","INFO","student addet to class, student: 1790, class: 10184"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503372"
"01.01.2021 13:34","INFO","student addet to class, student: 1791, class: 10188"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503373"
"01.01.2021 13:34","INFO","student addet to class, student: 1792, class: 10177"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503375"
"01.01.2021 13:34","INFO","student addet to class, student: 1793, class: 10177"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503376"
"01.01.2021 13:34","INFO","student addet to class, student: 1794, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503377"
"01.01.2021 13:34","INFO","student addet to class, student: 1795, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503378"
"01.01.2021 13:34","INFO","student addet to class, student: 1796, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503379"
"01.01.2021 13:34","INFO","student addet to class, student: 1797, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503400"
"01.01.2021 13:34","INFO","student addet to class, student: 1798, class: 10152"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503401"
"01.01.2021 13:34","INFO","student addet to class, student: 1799, class: 10186"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503416"
"01.01.2021 13:34","INFO","student addet to class, student: 1800, class: 10128"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503418"
"01.01.2021 13:34","INFO","student addet to class, student: 1801, class: 10186"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso505470"
"01.01.2021 13:34","INFO","student addet to class, student: 1802, class: 10118"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503425"
"01.01.2021 13:34","INFO","student addet to class, student: 1803, class: 10152"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503426"
"01.01.2021 13:34","INFO","student addet to class, student: 1804, class: 10144"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503427"
"01.01.2021 13:34","INFO","student addet to class, student: 1805, class: 10133"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503428"
"01.01.2021 13:34","INFO","student addet to class, student: 1806, class: 10172"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503430"
"01.01.2021 13:34","INFO","student addet to class, student: 1807, class: 10147"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503431"
"01.01.2021 13:34","INFO","student addet to class, student: 1808, class: 10162"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso504082"
"01.01.2021 13:34","INFO","student addet to class, student: 1809, class: 10145"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503444"
"01.01.2021 13:34","INFO","student addet to class, student: 1810, class: 10162"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503445"
"01.01.2021 13:34","INFO","student addet to class, student: 1811, class: 10146"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503450"
"01.01.2021 13:34","INFO","student addet to class, student: 1812, class: 10144"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503451"
"01.01.2021 13:34","INFO","new class created name: PMG19B"
"01.01.2021 13:34","INFO","student addet to class, student: 1813, class: System.Data.DataRow"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503452"
"01.01.2021 13:34","INFO","student addet to class, student: 1814, class: 10177"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503456"
"01.01.2021 13:34","INFO","student addet to class, student: 1815, class: 10182"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503471"
"01.01.2021 13:34","INFO","student addet to class, student: 1816, class: 10192"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503474"
"01.01.2021 13:34","INFO","student addet to class, student: 1817, class: 10146"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503480"
"01.01.2021 13:34","INFO","student addet to class, student: 1818, class: 10152"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503498"
"01.01.2021 13:34","INFO","student addet to class, student: 1819, class: 10133"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503499"
"01.01.2021 13:34","INFO","student addet to class, student: 1820, class: 10119"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503500"
"01.01.2021 13:34","INFO","student addet to class, student: 1821, class: 10172"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso505472"
"01.01.2021 13:34","INFO","student addet to class, student: 1822, class: 10118"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503514"
"01.01.2021 13:34","INFO","student addet to class, student: 1823, class: 10189"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503515"
"01.01.2021 13:34","INFO","student addet to class, student: 1824, class: 10184"
"01.01.2021 13:34","INFO","student addet to class, student: 1824, class: 10120"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503516"
"01.01.2021 13:34","INFO","student addet to class, student: 1825, class: 10144"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503517"
"01.01.2021 13:34","INFO","student addet to class, student: 1826, class: 10121"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso504673"
"01.01.2021 13:34","INFO","student addet to class, student: 1827, class: 10182"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503530"
"01.01.2021 13:34","INFO","student addet to class, student: 1828, class: 10175"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503734"
"01.01.2021 13:34","INFO","student addet to class, student: 1829, class: 10172"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso504536"
"01.01.2021 13:34","INFO","new class created name: IJBV20A"
"01.01.2021 13:34","INFO","student addet to class, student: 1830, class: System.Data.DataRow"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503539"
"01.01.2021 13:34","INFO","student addet to class, student: 1831, class: 10152"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503540"
"01.01.2021 13:34","INFO","student addet to class, student: 1832, class: 10188"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503542"
"01.01.2021 13:34","INFO","student addet to class, student: 1833, class: 10189"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503543"
"01.01.2021 13:34","INFO","student addet to class, student: 1834, class: 10133"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503554"
"01.01.2021 13:34","INFO","student addet to class, student: 1835, class: 10179"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503568"
"01.01.2021 13:34","INFO","student addet to class, student: 1836, class: 10133"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503569"
"01.01.2021 13:34","INFO","student addet to class, student: 1837, class: 10121"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503570"
"01.01.2021 13:34","INFO","student addet to class, student: 1838, class: 10175"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503578"
"01.01.2021 13:34","INFO","student addet to class, student: 1839, class: 10172"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503579"
"01.01.2021 13:34","INFO","student addet to class, student: 1840, class: 10156"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503585"
"01.01.2021 13:34","INFO","student addet to class, student: 1841, class: 10144"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503599"
"01.01.2021 13:34","INFO","student addet to class, student: 1842, class: 10144"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503600"
"01.01.2021 13:34","INFO","student addet to class, student: 1843, class: 10147"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503601"
"01.01.2021 13:34","INFO","student addet to class, student: 1844, class: 10155"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503603"
"01.01.2021 13:34","INFO","student addet to class, student: 1845, class: 10133"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503604"
"01.01.2021 13:34","INFO","student addet to class, student: 1846, class: 10152"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503605"
"01.01.2021 13:34","INFO","student addet to class, student: 1847, class: 10146"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503607"
"01.01.2021 13:34","INFO","student addet to class, student: 1848, class: 10163"
"01.01.2021 13:34","INFO","Student addet to db id: gibsso503627"
"01.01.2021 13:34","INFO","new class created name: REA20A"
